         83478 function calls (80252 primitive calls) in 1.078 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.003    0.003    0.029    0.029 {method 'load' of '_pickle.Unpickler' objects}
        1    0.000    0.000    0.029    0.029 /home/pi/.local/lib/python3.8/site-packages/PIL/Image.py:321(preinit)
     14/6    0.000    0.000    0.029    0.005 <frozen importlib._bootstrap>:1017(_handle_fromlist)
     20/6    0.000    0.000    0.029    0.005 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
      9/5    0.000    0.000    0.029    0.006 {built-in method builtins.__import__}
     10/5    0.000    0.000    0.029    0.006 <frozen importlib._bootstrap>:986(_find_and_load)
     10/5    0.000    0.000    0.029    0.006 <frozen importlib._bootstrap>:956(_find_and_load_unlocked)
       35    0.000    0.000    0.029    0.001 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/activation.py:233(forward)
       35    0.000    0.000    0.028    0.001 /home/pi/.local/lib/python3.8/site-packages/torch/nn/functional.py:1496(hardtanh)
       35    0.028    0.001    0.028    0.001 {built-in method torch._C._nn.hardtanh_}
     10/5    0.000    0.000    0.027    0.005 <frozen importlib._bootstrap>:650(_load_unlocked)
     11/6    0.000    0.000    0.027    0.005 <frozen importlib._bootstrap_external>:842(exec_module)
        1    0.000    0.000    0.024    0.024 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/linear.py:90(__init__)
        1    0.000    0.000    0.023    0.023 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/linear.py:103(reset_parameters)
        1    0.022    0.022    0.022    0.022 {method 'div' of 'torch._C._TensorBase' objects}
        1    0.019    0.019    0.019    0.019 {method 'any' of 'torch._C._TensorBase' objects}
       11    0.000    0.000    0.019    0.002 <frozen importlib._bootstrap_external>:914(get_code)
     1443    0.008    0.000    0.019    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1272(__setattr__)
     4569    0.008    0.000    0.018    0.000 {method 'format' of 'str' objects}
     11/6    0.000    0.000    0.017    0.003 {built-in method builtins.exec}
        1    0.016    0.016    0.016    0.016 {built-in method torch.masked_select}
        1    0.015    0.015    0.015    0.015 {built-in method torch.isfinite}
      314    0.014    0.000    0.014    0.000 {method 'copy_' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.013    0.013 classification.py:134(get_result)
       11    0.000    0.000    0.013    0.001 <frozen importlib._bootstrap_external>:1034(get_data)
      314    0.001    0.000    0.013    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/_utils.py:150(_rebuild_tensor_v2)
      314    0.007    0.000    0.013    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/serialization.py:935(persistent_load)
        1    0.000    0.000    0.013    0.013 /home/pi/.local/lib/python3.8/site-packages/torch/nn/functional.py:1200(adaptive_avg_pool2d)
       52    0.000    0.000    0.013    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:91(_load_from_state_dict)
        1    0.013    0.013    0.013    0.013 {built-in method torch._C._nn.adaptive_avg_pool2d}
        1    0.012    0.012    0.012    0.012 {method 'sub_' of 'torch._C._TensorBase' objects}
       56    0.012    0.000    0.012    0.000 {method 'read' of '_io.BufferedReader' objects}
      314    0.002    0.000    0.012    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/_utils.py:144(_rebuild_tensor)
        2    0.000    0.000    0.012    0.006 /home/pi/.local/lib/python3.8/site-packages/torch/_tensor.py:906(__iter__)
        2    0.012    0.006    0.012    0.006 {method 'unbind' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.011    0.011 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/linear.py:113(forward)
        1    0.011    0.011    0.011    0.011 {built-in method torch._C._nn.linear}
     1000    0.004    0.000    0.011    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/_tensor.py:854(__format__)
        1    0.010    0.010    0.010    0.010 {built-in method torch.topk}
        1    0.010    0.010    0.010    0.010 {method 'div_' of 'torch._C._TensorBase' objects}
9660/8373    0.005    0.000    0.009    0.000 {built-in method builtins.isinstance}
      366    0.008    0.000    0.008    0.000 {built-in method torch.tensor}
        1    0.000    0.000    0.008    0.008 /home/pi/.local/lib/python3.8/site-packages/PIL/JpegImagePlugin.py:34(<module>)
        1    0.000    0.000    0.008    0.008 /home/pi/.local/lib/python3.8/site-packages/torch/_tensor_str.py:251(_tensor_str_with_formatter)
        1    0.000    0.000    0.008    0.008 /home/pi/.local/lib/python3.8/site-packages/torch/_tensor_str.py:208(_vector_str)
        1    0.007    0.007    0.007    0.007 {method 'contiguous' of 'torch._C._TensorBase' objects}
        1    0.001    0.001    0.007    0.007 /home/pi/.local/lib/python3.8/site-packages/torch/_tensor_str.py:239(<listcomp>)
        4    0.007    0.002    0.007    0.002 {method 'to' of 'torch._C._TensorBase' objects}
       52    0.001    0.000    0.007    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:76(reset_parameters)
      216    0.006    0.000    0.007    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:309(__init__)
        1    0.000    0.000    0.007    0.007 /home/pi/.local/lib/python3.8/site-packages/torchvision/transforms/transforms.py:338(forward)
        1    0.000    0.000    0.007    0.007 /home/pi/.local/lib/python3.8/site-packages/torchvision/transforms/functional.py:388(resize)
        1    0.000    0.000    0.007    0.007 /home/pi/.local/lib/python3.8/site-packages/torchvision/transforms/functional_pil.py:240(resize)
        1    0.000    0.000    0.007    0.007 /home/pi/.local/lib/python3.8/site-packages/PIL/Image.py:2089(resize)
     1000    0.001    0.000    0.007    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/_tensor_str.py:220(_val_formatter)
      212    0.004    0.000    0.006    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1644(<dictcomp>)
        1    0.006    0.006    0.006    0.006 {method 'min' of 'torch._C._TensorBase' objects}
        3    0.006    0.002    0.006    0.002 {method 'view' of 'torch._C._TensorBase' objects}
      666    0.002    0.000    0.006    0.000 {built-in method builtins.hasattr}
        1    0.000    0.000    0.006    0.006 /home/pi/.local/lib/python3.8/site-packages/torch/nn/functional.py:1811(softmax)
        1    0.006    0.006    0.006    0.006 {method 'softmax' of 'torch._C._TensorBase' objects}
     1000    0.002    0.000    0.006    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/_tensor_str.py:176(format)
     1522    0.005    0.000    0.005    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1256(__getattr__)
       54    0.001    0.000    0.005    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/container.py:84(__init__)
      158    0.005    0.000    0.005    0.000 {built-in method torch.empty}
        1    0.000    0.000    0.005    0.005 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1914(eval)
    213/1    0.001    0.000    0.005    0.005 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1892(train)
      104    0.000    0.000    0.005    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/init.py:195(ones_)
        1    0.004    0.004    0.004    0.004 {built-in method torch.from_numpy}
      104    0.001    0.000    0.004    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/init.py:57(_no_grad_fill_)
       11    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:638(_compile_bytecode)
        1    0.000    0.000    0.004    0.004 /home/pi/.local/lib/python3.8/site-packages/PIL/GifImagePlugin.py:27(<module>)
     1286    0.003    0.000    0.004    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/parameter.py:8(__instancecheck__)
       11    0.004    0.000    0.004    0.000 {built-in method marshal.loads}
      633    0.002    0.000    0.004    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/grad_mode.py:135(__exit__)
      633    0.002    0.000    0.004    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/grad_mode.py:131(__enter__)
     1266    0.003    0.000    0.004    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/grad_mode.py:227(__init__)
      210    0.001    0.000    0.004    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:391(register_parameter)
      314    0.004    0.000    0.004    0.000 {method 'set_' of 'torch._C._TensorBase' objects}
       32    0.001    0.000    0.004    0.000 {built-in method builtins.__build_class__}
    10513    0.004    0.000    0.004    0.000 {method 'startswith' of 'str' objects}
        2    0.000    0.000    0.003    0.002 /home/pi/.local/lib/python3.8/site-packages/PIL/ImageFile.py:155(load)
      158    0.001    0.000    0.003    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/parameter.py:30(__new__)
     1005    0.003    0.000    0.003    0.000 {method 'item' of 'torch._C._TensorBase' objects}
        1    0.003    0.003    0.003    0.003 {method 'resize' of 'ImagingCore' objects}
        1    0.003    0.003    0.003    0.003 {method 'decode' of 'ImagingDecoder' objects}
      156    0.001    0.000    0.003    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:336(register_buffer)
      105    0.000    0.000    0.003    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/init.py:208(zeros_)
       35    0.000    0.000    0.003    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/activation.py:265(__init__)
     1000    0.003    0.000    0.003    0.000 {method '__format__' of 'float' objects}
      105    0.001    0.000    0.003    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/init.py:62(_no_grad_zero_)
      158    0.003    0.000    0.003    0.000 {built-in method _make_subclass}
       35    0.000    0.000    0.003    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/activation.py:212(__init__)
        1    0.000    0.000    0.003    0.003 /home/pi/.local/lib/python3.8/site-packages/PIL/BmpImagePlugin.py:27(<module>)
      628    0.003    0.000    0.003    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/_utils.py:650(_element_size)
      633    0.002    0.000    0.003    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/grad_mode.py:126(__init__)
       10    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:890(_find_spec)
      193    0.001    0.000    0.003    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:433(add_module)
      156    0.003    0.000    0.003    0.000 {method 'fill_' of 'torch._C._TensorBase' objects}
        1    0.003    0.003    0.003    0.003 {built-in method torch.ceil}
        1    0.002    0.002    0.002    0.002 {method 'unsqueeze' of 'torch._C._TensorBase' objects}
       52    0.001    0.000    0.002    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:68(reset_running_stats)
        1    0.000    0.000    0.002    0.002 /home/pi/.local/lib/python3.8/site-packages/PIL/PngImagePlugin.py:34(<module>)
      214    0.000    0.000    0.002    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1820(modules)
       10    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1399(find_spec)
       10    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1367(_get_spec)
        1    0.002    0.002    0.002    0.002 {built-in method torch.flatten}
 1302/214    0.002    0.000    0.002    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1847(named_modules)
       10    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1498(find_spec)
      105    0.000    0.000    0.002    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/init.py:356(_calculate_correct_fan)
      260    0.001    0.000    0.002    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/utils.py:8(parse)
        1    0.002    0.002    0.002    0.002 {method 'permute' of 'torch._C._TensorBase' objects}
       52    0.002    0.000    0.002    0.000 {built-in method torch.ones}
        2    0.000    0.000    0.002    0.001 {built-in method _warnings.warn}
        2    0.000    0.000    0.002    0.001 /usr/lib/python3.8/warnings.py:96(_showwarnmsg)
        2    0.000    0.000    0.002    0.001 /usr/lib/python3.8/warnings.py:20(_showwarnmsg_impl)
        2    0.000    0.000    0.002    0.001 /usr/lib/python3.8/warnings.py:117(_formatwarnmsg)
        2    0.000    0.000    0.002    0.001 /usr/lib/python3.8/warnings.py:35(_formatwarnmsg_impl)
       37    0.002    0.000    0.002    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.002    0.002 /home/pi/.local/lib/python3.8/site-packages/PIL/TiffImagePlugin.py:41(<module>)
      218    0.002    0.000    0.002    0.000 {built-in method torch._C._get_tracing_state}
        2    0.000    0.000    0.002    0.001 /usr/lib/python3.8/linecache.py:15(getline)
      106    0.001    0.000    0.002    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/init.py:284(_calculate_fan_in_and_fan_out)
        2    0.000    0.000    0.002    0.001 /usr/lib/python3.8/linecache.py:37(getlines)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.8/linecache.py:82(updatecache)
       52    0.001    0.000    0.001    0.000 {built-in method torch.zeros}
       31    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:135(_path_stat)
      264    0.001    0.000    0.001    0.000 {built-in method torch._C._log_api_usage_once}
        2    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
     4289    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
      314    0.001    0.000    0.001    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/storage.py:317(__new__)
     1037    0.001    0.000    0.001    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/tokenize.py:388(open)
        3    0.000    0.000    0.001    0.000 /usr/lib/python3.8/enum.py:157(__new__)
4792/4788    0.001    0.000    0.001    0.000 {built-in method builtins.len}
      209    0.001    0.000    0.001    0.000 {method 'zero_' of 'torch._C._TensorBase' objects}
      425    0.000    0.000    0.001    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1790(children)
      314    0.001    0.000    0.001    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/storage.py:384(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/tokenize.py:295(detect_encoding)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/tokenize.py:319(read_or_stop)
        1    0.001    0.001    0.001    0.001 {method 'readline' of '_io.BufferedReader' objects}
       11    0.001    0.000    0.001    0.000 {built-in method io.open_code}
     1899    0.001    0.000    0.001    0.000 {built-in method torch.is_grad_enabled}
      264    0.000    0.000    0.001    0.000 /usr/lib/python3.8/abc.py:96(__instancecheck__)
     1267    0.001    0.000    0.001    0.000 {method 'dim' of 'torch._C._TensorBase' objects}
       11    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:549(module_from_spec)
      314    0.001    0.000    0.001    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/serialization.py:213(default_restore_location)
       11    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
      264    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
      545    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x8deb80}
     1756    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
       52    0.001    0.000    0.001    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/utils.py:23(_reverse_repeat_tuple)
      425    0.001    0.000    0.001    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1799(named_children)
      105    0.001    0.000    0.001    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/init.py:67(calculate_gain)
        1    0.001    0.001    0.001    0.001 classification.py:136(<listcomp>)
      322    0.001    0.000    0.001    0.000 {method 'tell' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.001    0.001 /home/pi/.local/lib/python3.8/site-packages/torch/hub.py:174(_get_cache_or_reload)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.8/re.py:250(compile)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.8/re.py:289(_compile)
       48    0.000    0.000    0.001    0.000 /home/pi/.local/lib/python3.8/site-packages/torchvision/utils.py:538(_log_api_usage_once)
        1    0.000    0.000    0.001    0.001 /home/pi/.local/lib/python3.8/site-packages/torch/hub.py:83(_import_module)
       10    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
       22    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:354(cache_from_source)
        1    0.000    0.000    0.001    0.001 /home/pi/.local/lib/python3.8/site-packages/torchvision/transforms/transforms.py:370(forward)
        1    0.000    0.000    0.001    0.001 /home/pi/.local/lib/python3.8/site-packages/torchvision/transforms/functional.py:553(center_crop)
       10    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.8/sre_compile.py:759(compile)
      628    0.000    0.000    0.001    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/serialization.py:1031(_maybe_decode_ascii)
        6    0.001    0.000    0.001    0.000 {built-in method io.open}
       22    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:376(cached)
     1039    0.001    0.000    0.001    0.000 {built-in method torch._C._has_torch_function_unary}
     55/5    0.000    0.000    0.001    0.000 /usr/lib/python3.8/abc.py:100(__subclasscheck__)
     1266    0.001    0.000    0.001    0.000 {built-in method torch._C._set_grad_enabled}
     55/5    0.000    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
       11    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:484(_get_cached)
        1    0.000    0.000    0.001    0.001 {built-in method numpy.array}
        1    0.000    0.000    0.000    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
       54    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/container.py:194(__iter__)
     1286    0.000    0.000    0.000    0.000 {function _ParameterMeta.__instancecheck__ at 0xffff9805fe50}
       52    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:408(_check_input_dim)
        1    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/hub.py:244(_check_repo_is_trusted)
        1    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/Image.py:3242(_open_core)
        1    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/hub.py:643(_is_legacy_zip_format)
      213    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1543(<dictcomp>)
      214    0.000    0.000    0.000    0.000 {method 'size' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/zipfile.py:198(is_zipfile)
      314    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/parameter.py:152(is_lazy)
        1    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/torchvision/transforms/functional.py:528(crop)
       62    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:121(_path_join)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/abc.py:84(__new__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
        1    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/torchvision/transforms/functional_pil.py:225(crop)
        1    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/JpegImagePlugin.py:821(jpeg_factory)
        1    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/Image.py:1210(crop)
      337    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/Image.py:687(__array_interface__)
        1    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/ImageFile.py:88(__init__)
        3    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/hub.py:326(get_dir)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1075(path_stats)
      260    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/utils.py:29(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/TiffImagePlugin.py:430(ImageFileDirectory_v2)
        2    0.000    0.000    0.000    0.000 {built-in method torch.as_tensor}
     1003    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:937(parse)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/zipfile.py:190(_check_zipfile)
        1    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/Image.py:729(tobytes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/zipfile.py:257(_EndRecData)
      314    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/overrides.py:1733(is_tensor_like)
        1    0.000    0.000    0.000    0.000 /home/pi/.local/lib/python3.8/site-packages/PIL/Image.py:1236(_crop)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:689(spec_from_file_location)
     1067    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
