         497217 function calls (354072 primitive calls) in 17.281 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.002    0.002    1.304    1.304 /home/pi/.local/lib/python3.8/site-packages/torchvision/models/resnet.py:167(__init__)
       64    0.002    0.000    0.796    0.012 /home/pi/.local/lib/python3.8/site-packages/torch/nn/init.py:366(kaiming_uniform_)
       67    0.789    0.012    0.789    0.012 {method 'uniform_' of 'torch._C._TensorBase' objects}
       63    0.001    0.000    0.788    0.013 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/conv.py:431(__init__)
       63    0.004    0.000    0.784    0.012 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/conv.py:71(__init__)
       63    0.002    0.000    0.761    0.012 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/conv.py:146(reset_parameters)
       53    0.002    0.000    0.755    0.014 /home/pi/.local/lib/python3.8/site-packages/torch/nn/init.py:415(kaiming_normal_)
       53    0.750    0.014    0.750    0.014 {method 'normal_' of 'torch._C._TensorBase' objects}
        2    0.000    0.000    0.629    0.314 /home/pi/.local/lib/python3.8/site-packages/torch/profiler/profiler.py:511(_transit_action)
        1    0.000    0.000    0.628    0.628 /home/pi/.local/lib/python3.8/site-packages/torch/profiler/profiler.py:475(__exit__)
        1    0.000    0.000    0.628    0.628 /home/pi/.local/lib/python3.8/site-packages/torch/profiler/profiler.py:484(stop)
        1    0.000    0.000    0.628    0.628 /home/pi/.local/lib/python3.8/site-packages/torch/profiler/profiler.py:117(stop_trace)
        1    0.000    0.000    0.627    0.627 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler.py:223(__exit__)
       61    0.002    0.000    0.624    0.010 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:137(forward)
       61    0.001    0.000    0.621    0.010 /home/pi/.local/lib/python3.8/site-packages/torch/nn/functional.py:2419(batch_norm)
       61    0.619    0.010    0.619    0.010 {built-in method torch.batch_norm}
        1    0.000    0.000    0.577    0.577 /home/pi/.local/lib/python3.8/site-packages/torch/profiler/profiler.py:155(key_averages)
        1    0.000    0.000    0.577    0.577 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler.py:289(key_averages)
        1    0.010    0.010    0.577    0.577 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:262(key_averages)
     3567    0.035    0.000    0.520    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:557(add)
        4    0.000    0.000    0.494    0.123 /home/pi/.local/lib/python3.8/site-packages/torchvision/models/resnet.py:225(_make_layer)
        1    0.367    0.367    0.468    0.468 segmentation.py:417(output_data_pytorch_deeplabv3)
       16    0.001    0.000    0.437    0.027 /home/pi/.local/lib/python3.8/site-packages/torchvision/models/resnet.py:117(__init__)
        1    0.271    0.271    0.400    0.400 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler.py:310(_parse_kineto_results)
        1    0.000    0.000    0.350    0.350 /home/pi/.local/lib/python3.8/site-packages/torchvision/models/segmentation/deeplabv3.py:116(_deeplabv3_resnet)
        1    0.000    0.000    0.348    0.348 /home/pi/.local/lib/python3.8/site-packages/torchvision/models/_api.py:65(get_state_dict)
        1    0.000    0.000    0.348    0.348 /home/pi/.local/lib/python3.8/site-packages/torch/hub.py:667(load_state_dict_from_url)
        1    0.001    0.001    0.347    0.347 /home/pi/.local/lib/python3.8/site-packages/torch/serialization.py:653(load)
        1    0.003    0.003    0.346    0.346 /home/pi/.local/lib/python3.8/site-packages/torch/serialization.py:815(_legacy_load)
       57    0.001    0.000    0.339    0.006 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/activation.py:101(forward)
       57    0.001    0.000    0.339    0.006 /home/pi/.local/lib/python3.8/site-packages/torch/nn/functional.py:1446(relu)
35511/10699    0.229    0.000    0.325    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:467(cuda_time_total)
       49    0.320    0.007    0.320    0.007 {built-in method torch.relu_}
        1    0.000    0.000    0.303    0.303 /home/pi/.local/lib/python3.8/site-packages/torchvision/models/segmentation/deeplabv3.py:49(__init__)
      370    0.301    0.001    0.301    0.001 {method '_set_from_file' of 'torch._C.StorageBase' objects}
        1    0.000    0.000    0.290    0.290 /home/pi/.local/lib/python3.8/site-packages/torchvision/models/segmentation/deeplabv3.py:86(__init__)
85291/35667    0.063    0.000    0.264    0.000 {built-in method builtins.sum}
        3    0.000    0.000    0.261    0.087 /home/pi/.local/lib/python3.8/site-packages/torchvision/models/segmentation/deeplabv3.py:60(__init__)
60323/20505    0.027    0.000    0.236    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:475(<genexpr>)
       36    0.000    0.000    0.234    0.007 /home/pi/.local/lib/python3.8/site-packages/torchvision/models/resnet.py:54(conv1x1)
     3567    0.021    0.000    0.226    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:483(self_cuda_time_total)
       16    0.000    0.000    0.212    0.013 /home/pi/.local/lib/python3.8/site-packages/torchvision/models/resnet.py:40(conv3x3)
        1    0.000    0.000    0.150    0.150 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1599(load_state_dict)
    189/1    0.004    0.000    0.150    0.150 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1637(load)
        1    0.001    0.001    0.141    0.141 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:26(_build_tree)
      189    0.013    0.000    0.138    0.001 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1505(_load_from_state_dict)
      370    0.113    0.000    0.113    0.000 {method 'copy_' of 'torch._C._TensorBase' objects}
        1    0.019    0.019    0.105    0.105 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:53(_populate_cpu_children)
     3567    0.003    0.000    0.088    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:489(<listcomp>)
        1    0.086    0.086    0.086    0.086 {built-in method torch._C._autograd._disable_profiler}
     3567    0.024    0.000    0.064    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:459(self_cpu_time_total)
     7144    0.021    0.000    0.059    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:670(_rewrite_name)
    10699    0.048    0.000    0.055    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:494(cpu_time_total)
        3    0.000    0.000    0.051    0.017 /home/pi/.local/lib/python3.8/site-packages/torch/nn/functional.py:3769(interpolate)
        3    0.050    0.017    0.050    0.017 {built-in method torch._C._nn.upsample_bilinear2d}
       61    0.001    0.000    0.048    0.001 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:122(__init__)
     3567    0.045    0.000    0.047    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:280(get_key)
       61    0.004    0.000    0.047    0.001 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:30(__init__)
        1    0.000    0.000    0.045    0.045 /home/pi/.local/lib/python3.8/site-packages/torchvision/models/segmentation/fcn.py:37(__init__)
        1    0.004    0.004    0.039    0.039 {method 'load' of '_pickle.Unpickler' objects}
        1    0.000    0.000    0.038    0.038 segmentation.py:270(vis_segmentation_cv2)
        1    0.000    0.000    0.038    0.038 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/linear.py:90(__init__)
        1    0.000    0.000    0.037    0.037 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/linear.py:103(reset_parameters)
        1    0.000    0.000    0.036    0.036 /home/pi/.local/lib/python3.8/site-packages/torchvision/models/segmentation/deeplabv3.py:78(forward)
     7144    0.014    0.000    0.035    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:612(__missing__)
        3    0.032    0.011    0.032    0.011 {imwrite}
     3570    0.030    0.000    0.031    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:418(append_cpu_child)
       21    0.028    0.001    0.028    0.001 {resize}
        1    0.006    0.006    0.027    0.027 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:119(_set_backward_stacktraces)
       12    0.001    0.000    0.026    0.002 {built-in method builtins.print}
        3    0.000    0.000    0.026    0.009 {built-in method numpy.core._multiarray_umath.implement_array_function}
     3570    0.025    0.000    0.026    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:429(set_cpu_parent)
     3567    0.022    0.000    0.025    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:443(self_cpu_memory_usage)
        1    0.000    0.000    0.025    0.025 /home/pi/.local/lib/python3.8/site-packages/torch/_tensor.py:421(__repr__)
        1    0.000    0.000    0.024    0.024 /home/pi/.local/lib/python3.8/site-packages/torch/_tensor_str.py:634(_str)
        1    0.000    0.000    0.024    0.024 /home/pi/.local/lib/python3.8/site-packages/torch/_tensor_str.py:367(_str_intern)
        1    0.000    0.000    0.024    0.024 /home/pi/.local/lib/python3.8/site-packages/torch/_tensor_str.py:288(_tensor_str)
     1589    0.010    0.000    0.024    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1272(__setattr__)
     3567    0.020    0.000    0.023    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:451(self_cuda_memory_usage)
     3572    0.019    0.000    0.023    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:385(__init__)
     3567    0.004    0.000    0.022    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:464(<listcomp>)
        1    0.000    0.000    0.021    0.021 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/pooling.py:165(forward)
        1    0.000    0.000    0.021    0.021 /home/pi/.local/lib/python3.8/site-packages/torch/_jit_internal.py:475(fn)
        1    0.000    0.000    0.021    0.021 /home/pi/.local/lib/python3.8/site-packages/torch/nn/functional.py:760(_max_pool2d)
        1    0.021    0.021    0.021    0.021 {built-in method torch.max_pool2d}
33186/7134    0.021    0.000    0.021    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:120(bw_parent)
        1    0.000    0.000    0.020    0.020 /home/pi/.local/lib/python3.8/site-packages/torch/profiler/profiler.py:121(export_chrome_trace)
        1    0.020    0.020    0.020    0.020 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler.py:275(export_chrome_trace)
      370    0.009    0.000    0.019    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/serialization.py:935(persistent_load)
     7144    0.019    0.000    0.019    0.000 {built-in method torch._C._demangle}
       61    0.001    0.000    0.018    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:91(_load_from_state_dict)
        8    0.018    0.002    0.018    0.002 {built-in method torch.relu}
        1    0.000    0.000    0.016    0.016 /home/pi/.local/lib/python3.8/site-packages/PIL/Image.py:3174(open)
      370    0.001    0.000    0.016    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/_utils.py:150(_rebuild_tensor_v2)
        1    0.000    0.000    0.016    0.016 /home/pi/.local/lib/python3.8/site-packages/torchvision/transforms/transforms.py:93(__call__)
        1    0.000    0.000    0.015    0.015 /home/pi/.local/lib/python3.8/site-packages/PIL/Image.py:321(preinit)
     20/6    0.000    0.000    0.015    0.003 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
     14/6    0.000    0.000    0.015    0.003 <frozen importlib._bootstrap>:1017(_handle_fromlist)
      9/5    0.000    0.000    0.015    0.003 {built-in method builtins.__import__}
     10/5    0.000    0.000    0.015    0.003 <frozen importlib._bootstrap>:986(_find_and_load)
        1    0.000    0.000    0.015    0.015 <__array_function__ internals>:177(argmax)
        1    0.000    0.000    0.015    0.015 /home/pi/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1153(argmax)
        1    0.000    0.000    0.015    0.015 /home/pi/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:51(_wrapfunc)
        1    0.015    0.015    0.015    0.015 {method 'argmax' of 'numpy.ndarray' objects}
     10/5    0.000    0.000    0.015    0.003 <frozen importlib._bootstrap>:956(_find_and_load_unlocked)
      370    0.002    0.000    0.014    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/_utils.py:144(_rebuild_tensor)
     10/5    0.000    0.000    0.014    0.003 <frozen importlib._bootstrap>:650(_load_unlocked)
     11/6    0.000    0.000    0.014    0.002 <frozen importlib._bootstrap_external>:842(exec_module)
        3    0.005    0.002    0.014    0.005 {built-in method builtins.sorted}
       37    0.014    0.000    0.014    0.000 {built-in method torch.cat}
20704/19302    0.008    0.000    0.013    0.000 {built-in method builtins.isinstance}
     3572    0.010    0.000    0.013    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:631(in_interval)
        1    0.013    0.013    0.013    0.013 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:69(<listcomp>)
        1    0.000    0.000    0.011    0.011 /home/pi/.local/lib/python3.8/site-packages/torchvision/models/segmentation/deeplabv3.py:70(__init__)
    35511    0.011    0.000    0.011    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:474(<genexpr>)
        1    0.000    0.000    0.011    0.011 <__array_function__ internals>:177(unique)
        1    0.000    0.000    0.011    0.011 /home/pi/.local/lib/python3.8/site-packages/numpy/lib/arraysetops.py:138(unique)
        1    0.011    0.011    0.011    0.011 {imread}
        1    0.001    0.001    0.011    0.011 /home/pi/.local/lib/python3.8/site-packages/numpy/lib/arraysetops.py:323(_unique1d)
      431    0.010    0.000    0.010    0.000 {built-in method torch.tensor}
        1    0.001    0.001    0.010    0.010 /home/pi/.local/lib/python3.8/site-packages/torch/_tensor_str.py:100(__init__)
     11/6    0.000    0.000    0.010    0.002 {built-in method builtins.exec}
        1    0.009    0.009    0.010    0.010 segmentation.py:247(label_to_color_image)
      189    0.010    0.000    0.010    0.000 {built-in method torch.empty}
       61    0.001    0.000    0.009    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:76(reset_parameters)
        1    0.000    0.000    0.009    0.009 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/pooling.py:1183(forward)
        1    0.000    0.000    0.009    0.009 /home/pi/.local/lib/python3.8/site-packages/torch/nn/functional.py:1200(adaptive_avg_pool2d)
        1    0.009    0.009    0.009    0.009 {built-in method torch._C._nn.adaptive_avg_pool2d}
      167    0.001    0.000    0.009    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/init.py:57(_no_grad_fill_)
        1    0.009    0.009    0.009    0.009 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler.py:314(<listcomp>)
      193    0.007    0.000    0.009    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:309(__init__)
        1    0.008    0.008    0.008    0.008 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler.py:315(<listcomp>)
        1    0.008    0.008    0.008    0.008 {method 'sort' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.008    0.008 /home/pi/.local/lib/python3.8/site-packages/torchvision/transforms/transforms.py:262(forward)
        1    0.007    0.007    0.008    0.008 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:35(_remove_dup_nodes)
        1    0.000    0.000    0.008    0.008 /home/pi/.local/lib/python3.8/site-packages/torchvision/transforms/functional.py:337(normalize)
        1    0.001    0.001    0.008    0.008 /home/pi/.local/lib/python3.8/site-packages/torchvision/transforms/functional_tensor.py:917(normalize)
      721    0.004    0.000    0.008    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/grad_mode.py:135(__exit__)
     1688    0.006    0.000    0.007    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1256(__getattr__)
        1    0.000    0.000    0.007    0.007 /home/pi/.local/lib/python3.8/site-packages/torchvision/transforms/transforms.py:127(__call__)
        1    0.000    0.000    0.007    0.007 /home/pi/.local/lib/python3.8/site-packages/torchvision/transforms/functional.py:122(to_tensor)
     43/1    0.000    0.000    0.007    0.007 /home/pi/.local/lib/python3.8/site-packages/torch/_tensor_str.py:251(_tensor_str_with_formatter)
        1    0.000    0.000    0.007    0.007 /home/pi/.local/lib/python3.8/site-packages/PIL/Image.py:889(convert)
     3572    0.007    0.000    0.007    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:96(<lambda>)
      106    0.000    0.000    0.007    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/init.py:179(constant_)
    10699    0.007    0.000    0.007    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:376(elapsed_us)
     43/1    0.003    0.000    0.007    0.007 /home/pi/.local/lib/python3.8/site-packages/torch/_tensor_str.py:348(get_summarized_data)
      188    0.004    0.000    0.006    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1644(<dictcomp>)
        2    0.003    0.001    0.006    0.003 {method 'sort' of 'list' objects}
       11    0.000    0.000    0.006    0.001 <frozen importlib._bootstrap_external>:914(get_code)
    13427    0.006    0.000    0.006    0.000 {method 'startswith' of 'str' objects}
     1437    0.003    0.000    0.006    0.000 {method 'format' of 'str' objects}
        2    0.000    0.000    0.006    0.003 /home/pi/.local/lib/python3.8/site-packages/PIL/ImageFile.py:155(load)
     1442    0.004    0.000    0.006    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/grad_mode.py:227(__init__)
      7/1    0.000    0.000    0.006    0.006 /home/pi/.local/lib/python3.8/site-packages/torch/_tensor_str.py:362(<listcomp>)
      606    0.003    0.000    0.006    0.000 {built-in method builtins.hasattr}
       36    0.002    0.000    0.006    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/_tensor_str.py:208(_vector_str)
      370    0.005    0.000    0.005    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/storage.py:384(__init__)
      189    0.001    0.000    0.005    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/parameter.py:30(__new__)
        2    0.005    0.003    0.005    0.003 {method 'decode' of 'ImagingDecoder' objects}
      7/4    0.001    0.000    0.005    0.001 /home/pi/.local/lib/python3.8/site-packages/torch/_tensor_str.py:262(<listcomp>)
     3572    0.005    0.000    0.005    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:652(_filter_name)
      250    0.002    0.000    0.005    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:391(register_parameter)
      228    0.005    0.000    0.005    0.000 {method 'fill_' of 'torch._C._TensorBase' objects}
      7/4    0.001    0.000    0.005    0.001 /home/pi/.local/lib/python3.8/site-packages/torch/_tensor_str.py:269(<listcomp>)
     1401    0.003    0.000    0.005    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/parameter.py:8(__instancecheck__)
18213/18207    0.004    0.000    0.005    0.000 {built-in method builtins.len}
      721    0.002    0.000    0.005    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/grad_mode.py:131(__enter__)
      189    0.005    0.000    0.005    0.000 {built-in method _make_subclass}
      370    0.004    0.000    0.004    0.000 {method 'set_' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.004    0.004 /home/pi/.local/lib/python3.8/site-packages/PIL/JpegImagePlugin.py:34(<module>)
        1    0.000    0.000    0.004    0.004 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1914(eval)
    189/1    0.001    0.000    0.004    0.004 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1892(train)
      721    0.004    0.000    0.004    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/grad_mode.py:126(__init__)
       11    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:638(_compile_bytecode)
     3572    0.004    0.000    0.004    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:372(__init__)
     3572    0.004    0.000    0.004    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler.py:439(<lambda>)
       11    0.004    0.000    0.004    0.000 {built-in method marshal.loads}
      740    0.003    0.000    0.004    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/_utils.py:650(_element_size)
      183    0.001    0.000    0.004    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:336(register_buffer)
    10929    0.003    0.000    0.003    0.000 {method 'append' of 'list' objects}
      216    0.001    0.000    0.003    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/_tensor.py:854(__format__)
       61    0.001    0.000    0.003    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:68(reset_running_stats)
        2    0.000    0.000    0.003    0.002 /home/pi/.local/lib/python3.8/site-packages/torch/_tensor.py:906(__iter__)
       32    0.001    0.000    0.003    0.000 {built-in method builtins.__build_class__}
        2    0.003    0.002    0.003    0.002 {method 'unbind' of 'torch._C._TensorBase' objects}
      117    0.001    0.000    0.003    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/init.py:356(_calculate_correct_fan)
       61    0.000    0.000    0.003    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/init.py:195(ones_)
       61    0.003    0.000    0.003    0.000 {built-in method torch.ones}
      152    0.000    0.000    0.003    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1820(modules)
     7205    0.003    0.000    0.003    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:501(key)
      315    0.001    0.000    0.003    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/utils.py:8(parse)
      252    0.003    0.000    0.003    0.000 {built-in method torch._C._get_tracing_state}
  724/152    0.003    0.000    0.003    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1847(named_modules)
     3572    0.003    0.000    0.003    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler.py:361(<listcomp>)
        1    0.002    0.002    0.002    0.002 {method 'clone' of 'torch._C._TensorBase' objects}
        1    0.002    0.002    0.002    0.002 {method 'div_' of 'torch._C._TensorBase' objects}
        1    0.002    0.002    0.002    0.002 {method 'div' of 'torch._C._TensorBase' objects}
       62    0.002    0.000    0.002    0.000 {built-in method torch.zeros}
      120    0.002    0.000    0.002    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/init.py:284(_calculate_fan_in_and_fan_out)
     3567    0.002    0.000    0.002    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:448(<listcomp>)
        1    0.002    0.002    0.002    0.002 {method 'sub_' of 'torch._C._TensorBase' objects}
      200    0.002    0.000    0.002    0.000 {built-in method torch._C._log_api_usage_once}
        1    0.000    0.000    0.002    0.002 /home/pi/.local/lib/python3.8/site-packages/PIL/PngImagePlugin.py:34(<module>)
        1    0.000    0.000    0.002    0.002 /home/pi/.local/lib/python3.8/site-packages/PIL/GifImagePlugin.py:27(<module>)
      216    0.000    0.000    0.002    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/_tensor_str.py:220(_val_formatter)
        1    0.000    0.000    0.002    0.002 {built-in method numpy.array}
     3567    0.002    0.000    0.002    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:456(<listcomp>)
       10    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:890(_find_spec)
        1    0.002    0.002    0.002    0.002 {method 'astype' of 'numpy.ndarray' objects}
      216    0.002    0.000    0.002    0.000 {method 'item' of 'torch._C._TensorBase' objects}
       61    0.000    0.000    0.002    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/init.py:208(zeros_)
       16    0.000    0.000    0.002    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/container.py:84(__init__)
       25    0.000    0.000    0.002    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/modules/activation.py:97(__init__)
      216    0.001    0.000    0.002    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/_tensor_str.py:176(format)
       61    0.000    0.000    0.002    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/nn/init.py:62(_no_grad_zero_)
     3572    0.002    0.000    0.002    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/autograd/profiler_util.py:78(<lambda>)
     3572    0.002    0.000    0.002    0.000 {built-in method _bisect.bisect_left}
       10    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1399(find_spec)
        1    0.000    0.000    0.002    0.002 /home/pi/.local/lib/python3.8/site-packages/PIL/Image.py:687(__array_interface__)
       10    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1367(_get_spec)
        1    0.002    0.002    0.002    0.002 {addWeighted}
     2163    0.001    0.000    0.001    0.000 {built-in method torch.is_grad_enabled}
     4543    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
      370    0.001    0.000    0.001    0.000 /home/pi/.local/lib/python3.8/site-packages/torch/storage.py:317(__new__)
       10    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1498(find_spec)
        1    0.000    0.000    0.001    0.001 /home/pi/.local/lib/python3.8/site-packages/PIL/TiffImagePlugin.py:41(<module>)
        1    0.000    0.000    0.001    0.001 /home/pi/.local/lib/python3.8/site-packages/PIL/BmpImagePlugin.py:27(<module>)
        4    0.001    0.000    0.001    0.000 {method 'to' of 'torch._C._TensorBase' objects}
       11    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1034(get_data)
